name,description,category,muscle_group,muscle,equipment,tutorial_link
Band-suspended kettlebell bench press,"The band-suspended kettlebell bench press is a bench press variation where kettlebells or weight plates are hung from the ends of a barbell by looped bands. The suspended weights can be in addition to normally loaded weight plates, or in the place of them. Because the instability of the weights makes the lift difficult, this bench press variety is a popular accessory movement for building the traditional bench press in powerlifting training.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Bands,
Paul Carter Incline Bench Press,The incline bench press is an upper body compound movement that targets the upper chest.,Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Barbell,
Incline bench press,"The incline bench press is a popular barbell exercise targeting the chest muscles, particularly the upper pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Barbell,
Bench press,"The bench press is a popular barbell exercise that builds strength and muscle in the chest, triceps, and shoulders. It is a popular way to measure overall upper-body strength, and is contested in the sport of powerlifting. When many people think of lifting, the bench press is often the first exercise that comes to mind. It can be performed for low reps for strength, higher reps for muscle, or for higher reps to build or measure strength endurance, like in the 225-pound bench press rep test in the NFL combine.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Barbell,
TBS Close-Grip Bench Press,The close-grip bench pressis a compound exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together.,Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Barbell,
UP Bench Press,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Barbell,
UP Close-Grip Bench Press,The close-grip bench pressis a compound exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together.,Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Barbell,
King Maker Barbell Bench Press,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Barbell,
King Maker Incline Barbell Bench Press,The incline bench press is an upper body compound movement that targets the upper chest.,Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Barbell,
Kettlebell plyo push-up,"The kettlebell plyo push-up is an explosive upper-body movement that uses a kettlebell primarily as a platform for the hands. A short step, dumbbell, or other stationary object could also be used in place of the kettlebell. It can be performed for reps or time, either for low reps to build explosive power or for higher reps for conditioning.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Kettlebells,
Band-suspended kettlebell bench press,"The band-suspended kettlebell bench press is a bench press variation where kettlebells or weight plates are hung from the ends of a barbell by looped bands. The suspended weights can be in addition to normally loaded weight plates, or in the place of them. Because the instability of the weights makes the lift difficult, this bench press variety is a popular accessory movement for building the traditional bench press in powerlifting training.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Bands,
Incline Push-Up,"The hands-elevated push-up is a variation on the push-up, a body-weight standard. The hands are elevated, so that your body is aligned at an angle to the floor rather than parallel.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Body Only,
Hands-elevated push-up,"The hands-elevated push-up is a variation on the classic push-up where the hands are placed on a bench or other elevated surface. Having the hands higher than the feet makes it easier than push-ups on the floor, but also puts the emphasis more on the triceps. It can be used as a substitute for floor push-ups or as a mechanical dropset after maxing out on floor push-ups.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Body Only,
Decline Push-Up,"The feet-elevated push-up is a variation on the push-up, a body-weight standard. The feet are elevated, so that your body is aligned at an angle to the floor rather than parallel.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Body Only,
Close push-up to wide push-up,"The close push-up to wide push-up combines two variations of a push-up to emphasize the strengthening of different muscles. The close push-up emphasizes the triceps, while the wide push-up emphasizes the chest and shoulders.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Body Only,
Wide-grip hands-elevated push-up,"The wide-grip hands-elevated push-up is a variation on the elevated push-up performed with the hands farther apart than with a standard push-up. Having the hands higher than the feet makes it easier than wide-grip push-ups on the floor, but the extra width also puts more emphasis on the chest muscles. It can be used as a substitute for wide-grip floor push-ups, or as a mechanical dropset after maxing out on floor push-ups.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Body Only,
Feet-elevated push-up,"The feet-elevated push-up is a variation on the push-up, a bodyweight standard. The feet are elevated so that your body is aligned at an angle to the floor rather than parallel. This makes it more difficult than push-ups on the floor, but also puts more emphasis on the shoulder muscles. It is often used as a bodyweight substitute for incline presses, or as a burnout movement for a chest or shoulder workout.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Body Only,
Clock push-up,"The clock push-up is a series of regular push-ups performed one at a time, moving your hands one step to the side between each one until you've completed a full circle. It targets the same muscles as traditional push-ups, such as the chest, triceps, and shoulders, but adds an endurance and core challenge to traditional push-ups.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Body Only,
Push-Up Wide,"The wide push-up is a variation of the push-up with the hands wider than shoulder-width apart. It targets upper-body muscle groups including the chest, shoulders, and triceps, but has more of a chest emphasis than narrower-grip push-up variations. If wide push-ups lead to pain in the front of your shoulder, opt for a narrower version.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Body Only,
Sphinx push-up,"The sphinx push-up is a difficult variation of the push-up that ends with the forearms on the ground in front of the body, rather than with the chest on the ground. It puts more stress on the triceps than traditional push-ups. It can be performed for time or reps in any bodyweight workout or during any arms-focused portion of a workout.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Body Only,
Close-Hands Push-Up,"The close push-up is an upper-body exercise that targets the chest, triceps, and shoulders. The close hand position places more emphasis on the triceps.",Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Body Only,
Tiger-bend push-up,The tiger-bend push-up is an advanced push-up variation where you shift onto your forearms at the bottom position and then back onto your hands and up again. It targets the triceps far more than regular push-ups.,Strength,Chest,"Pectorals, Triceps Brachii, Anterior Deltoid",Body Only,
